Stacktrace,Expected Elements
"Caused by: [index0/data0][[index0][91]] ElasticsearchException[Elasticsearch exception [type=engine_exception, reason=Couldn't resolve version]]; nested: ElasticsearchException[Elasticsearch exception [type=illegal_state_exception, reason=document [0] does not have docValues for [_primary_term]]];
at org.elasticsearch.ElasticsearchException.innerFromXContent(ElasticsearchException.java:496)
at org.elasticsearch.client.RestClient$1.completed(RestClient.java:370)","[
    ('ExceptionType', 'org.elasticsearch.ElasticsearchException'),
    ('ExceptionMessage', 'Elasticsearch exception [type=engine_exception, reason=Couldn\'t resolve version]'),
    ('ExceptionType', 'org.elasticsearch.ElasticsearchException'),
    ('ExceptionMessage', 'Elasticsearch exception [type=illegal_state_exception, reason=document [0] does not have docValues for [_primary_term]]'),
    ('ClassElem', 'org.elasticsearch.ElasticsearchException'),
    ('MethodElem', 'innerFromXContent'),
    ('FileElem', 'ElasticsearchException.java'),
    ('LineElem', '496'),
    ('ClassElem', 'org.elasticsearch.client.RestClient$1'),
    ('MethodElem', 'completed'),
    ('FileElem', 'RestClient.java'),
    ('LineElem', '370')
]"
"java.lang.IllegalStateException: Duplicate key datafeed-v3_linux_system_user_discovery (attempted merging values org.elasticsearch.xpack.core.ml.action.GetDatafeedRunningStateAction$Response$RunningState@7d2c9ddc and org.elasticsearch.xpack.core.ml.action.GetDatafeedRunningStateAction$Response$RunningState@131739)
at java.base/java.util.stream.Collectors.duplicateKeyException(Collectors.java:135)
at java.base/java.lang.Thread.run(Thread.java:1583)","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'Duplicate key datafeed-v3_linux_system_user_discovery (attempted merging values org.elasticsearch.xpack.core.ml.action.GetDatafeedRunningStateAction$Response$RunningState@7d2c9ddc and org.elasticsearch.xpack.core.ml.action.GetDatafeedRunningStateAction$Response$RunningState@131739)'),
    ('ClassElem', 'java.base/java.util.stream.Collectors'),
    ('MethodElem', 'duplicateKeyException'),
    ('FileElem', 'Collectors.java'),
    ('LineElem', '135'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"org.elasticsearch.action.search.SearchPhaseExecutionException: all shards failed
at org.elasticsearch.action.search.SearchScrollAsyncAction.onShardFailure(SearchScrollAsyncAction.java:290) ~[elasticsearch-8.11.0.jar:?]","[
    ('ExceptionType', 'org.elasticsearch.action.search.SearchPhaseExecutionException'),
    ('ExceptionMessage', 'all shards failed'),
    ('ClassElem', 'org.elasticsearch.action.search.SearchScrollAsyncAction'),
    ('MethodElem', 'onShardFailure'),
    ('FileElem', 'SearchScrollAsyncAction.java'),
    ('LineElem', '290')
]"
"java.lang.RuntimeException: null
at org.elasticsearch.ingest.IngestMetric.postIngest(IngestMetric.java:69) ~[elasticsearch-8.7.1.jar:?]
at java.lang.Thread.run(Thread.java:1623) ~[?:?]","[
    ('ExceptionType', 'java.lang.RuntimeException'),
    ('ClassElem', 'org.elasticsearch.ingest.IngestMetric'),
    ('MethodElem', 'postIngest'),
    ('FileElem', 'IngestMetric.java'),
    ('LineElem', '69'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"java.lang.ArrayIndexOutOfBoundsException: Index 33 out of bounds for length 32
at org.elasticsearch.xpack.ml.inference.nlp.tokenizers.UnigramTokenizer.tokenize(UnigramTokenizer.java:283) ~[?:?]
at java.lang.Thread.run(Thread.java:1583) ~[?:?]","[
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ExceptionMessage', 'Index 33 out of bounds for length 32'),
    ('ClassElem', 'org.elasticsearch.xpack.ml.inference.nlp.tokenizers.UnigramTokenizer'),
    ('MethodElem', 'tokenize'),
    ('FileElem', 'UnigramTokenizer.java'),
    ('LineElem', '283'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"org.elasticsearch.xpack.downsample.DownsampleShardIndexerException: Shard [.ds-metrics-foo-2024.02.02-000001][0] downsample cancelled
at org.elasticsearch.xpack.downsample.DownsampleShardIndexer.checkCancelled(DownsampleShardIndexer.java:238) ~[main/:?]
at org.elasticsearch.search.aggregations.support.TimeSeriesIndexSearcher.checkCancelled(TimeSeriesIndexSearcher.java:231) ~[elasticsearch-8.13.0-SNAPSHOT.jar:8.13.0-SNAPSHOT]","[
    ('ExceptionType', 'org.elasticsearch.xpack.downsample.DownsampleShardIndexerException'),
    ('ExceptionMessage', 'Shard [.ds-metrics-foo-2024.02.02-000001][0] downsample cancelled'),
    ('ClassElem', 'org.elasticsearch.xpack.downsample.DownsampleShardIndexer'),
    ('MethodElem', 'checkCancelled'),
    ('FileElem', 'DownsampleShardIndexer.java'),
    ('LineElem', '238'),
    ('ClassElem', 'org.elasticsearch.search.aggregations.support.TimeSeriesIndexSearcher'),
    ('MethodElem', 'checkCancelled'),
    ('FileElem', 'TimeSeriesIndexSearcher.java'),
    ('LineElem', '231')
]"
"Caused by: org.elasticsearch.tasks.TaskCancelledException: Shard [.ds-metrics-foo-2024.02.02-000001][0] downsample cancelled
at org.elasticsearch.xpack.downsample.DownsampleShardIndexer.checkCancelled(DownsampleShardIndexer.java:237) ~[main/:?]","[    ('ExceptionType', 'org.elasticsearch.tasks.TaskCancelledException'),
    ('ExceptionMessage', 'Shard [.ds-metrics-foo-2024.02.02-000001][0] downsample cancelled'),
    ('ClassElem', 'org.elasticsearch.xpack.downsample.DownsampleShardIndexer'),
    ('MethodElem', 'checkCancelled'),
    ('FileElem', 'DownsampleShardIndexer.java'),
    ('LineElem', '237')]"
"Caused by: java.lang.IllegalStateException: FieldExistsQuery requires that the field indexes doc values, norms or vectors, but field '_primary_term' exists and indexes neither of these data structures

org.elasticsearch.indices.recovery.RecoveryFailedException: [typeahead-v0][0]: Recovery failed from {instance-REDACTED}{REDACTED}{REDACTED}{instance-REDACTED}{10.47.49.43}{10.47.49.43:19005}{himrst}{8.11.1}{7000099-8500003}{data=hot, ml.config_version=11.0.0, transform.config_version=10.0.0, xpack.installed=true, server_name=instance-REDACTED.REDACTED, region=unknown-region, instance_configuration=gcp.data.highcpu.1, availability_zone=us-east1-d, logical_availability_zone=zone-2} into {instance-REDACTED}{REDACTED}{REDACTED}{instance-REDACTED}{10.47.49.36}{10.47.49.36:19182}{himrst}{8.11.1}{7000099-8500003}{data=hot, ml.config_version=11.0.0, xpack.installed=true, transform.config_version=10.0.0, server_name=instance-REDACTED.REDACTED, region=unknown-region, instance_configuration=gcp.data.highcpu.1, availability_zone=us-east1-b, logical_availability_zone=zone-0}
at org.elasticsearch.indices.recovery.PeerRecoveryTargetService$RecoveryResponseHandler.handleException(PeerRecoveryTargetService.java:836) ~[elasticsearch-8.11.1.jar:?]
at java.lang.Thread.run(Thread.java:1583) ~[?:?]
Caused by: org.elasticsearch.transport.RemoteTransportException: [instance-REDACTED][172.17.0.40:19005][internal:index/shard/recovery/start_recovery]
Caused by: org.elasticsearch.index.engine.RecoveryEngineException: Phase[1] sendFileStep failed
at java.lang.Thread.run(Thread.java:1583) ~[?:?]
Caused by: java.lang.IllegalStateException: FieldExistsQuery requires that the field indexes doc values, norms or vectors, but field '_primary_term' exists and indexes neither of these data structures
at java.lang.Thread.run(Thread.java:1583) ~[?:?]","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'FieldExistsQuery requires that the field indexes doc values, norms or vectors, but field \'_primary_term\' exists and indexes neither of these data structures'),
    ('ExceptionType', 'org.elasticsearch.indices.recovery.RecoveryFailedException'),
    ('ExceptionMessage', '[typeahead-v0][0]: Recovery failed from {instance-REDACTED}{REDACTED}{REDACTED}{instance-REDACTED}{10.47.49.43}{10.47.49.43:19005}{himrst}{8.11.1}{7000099-8500003}{data=hot, ml.config_version=11.0.0, transform.config_version=10.0.0, xpack.installed=true, server_name=instance-REDACTED.REDACTED, region=unknown-region, instance_configuration=gcp.data.highcpu.1, availability_zone=us-east1-d, logical_availability_zone=zone-2} into {instance-REDACTED}{REDACTED}{REDACTED}{instance-REDACTED}{10.47.49.36}{10.47.49.36:19182}{himrst}{8.11.1}{7000099-8500003}{data=hot, ml.config_version=11.0.0, xpack.installed=true, transform.config_version=10.0.0, server_name=instance-REDACTED.REDACTED, region=unknown-region, instance_configuration=gcp.data.highcpu.1, availability_zone=us-east1-b, logical_availability_zone=zone-0}'),
    ('ClassElem', 'org.elasticsearch.indices.recovery.PeerRecoveryTargetService$RecoveryResponseHandler'),
    ('MethodElem', 'handleException'),
    ('FileElem', 'PeerRecoveryTargetService.java'),
    ('LineElem', '836'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583'),
    ('ExceptionType', 'org.elasticsearch.transport.RemoteTransportException'),
    ('ExceptionType', 'org.elasticsearch.index.engine.RecoveryEngineException'),
    ('ExceptionMessage', 'Phase[1] sendFileStep failed'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583'),
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'FieldExistsQuery requires that the field indexes doc values, norms or vectors, but field \'_primary_term\' exists and indexes neither of these data structures'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"at org.hamcrest.MatcherAssert.assertThat(MatcherAssert.java:18)
at java.base/java.lang.Thread.run(Thread.java:1583)","[
    ('ClassElem', 'org.hamcrest.MatcherAssert'),
    ('MethodElem', 'assertThat'),
    ('FileElem', 'MatcherAssert.java'),
    ('LineElem', '18'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"java.sql.SQLException: Server sent bad type [x_content_parse_exception]. Original type was [[-1:187] [sql/query] failed to parse field [time_zone]]. [org.elasticsearch.xcontent.XContentParseException: [-1:187] [sql/query] failed to parse field [time_zone]
at org.elasticsearch.xcontent.ObjectParser.throwFailedToParse(ObjectParser.java:609)
Caused by: java.time.zone.ZoneRulesException: Unknown time-zone ID: America/Ciudad_Juarez
at org.elasticsearch.xcontent.ObjectParser.parseValue(ObjectParser.java:602)
at shadow.org.elasticsearch.xpack.sql.client.JreHttpUrlConnection.parserError(JreHttpUrlConnection.java:205)
at java.lang.Thread.run(Thread.java:1583)","[
    ('ExceptionType', 'java.sql.SQLException'),
    ('ExceptionMessage', 'Server sent bad type [x_content_parse_exception]. Original type was [[-1:187] [sql/query] failed to parse field [time_zone]]'),
    ('ExceptionType', 'org.elasticsearch.xcontent.XContentParseException'),
    ('ExceptionMessage', '[-1:187] [sql/query] failed to parse field [time_zone]'),
    ('ClassElem', 'org.elasticsearch.xcontent.ObjectParser'),
    ('MethodElem', 'throwFailedToParse'),
    ('FileElem', 'ObjectParser.java'),
    ('LineElem', '609'),
    ('ExceptionType', 'java.time.zone.ZoneRulesException'),
    ('ExceptionMessage', 'Unknown time-zone ID: America/Ciudad_Juarez'),
    ('ClassElem', 'org.elasticsearch.xcontent.ObjectParser'),
    ('MethodElem', 'parseValue'),
    ('FileElem', 'ObjectParser.java'),
    ('LineElem', '602'),
    ('ClassElem', 'shadow.org.elasticsearch.xpack.sql.client.JreHttpUrlConnection'),
    ('MethodElem', 'parserError'),
    ('FileElem', 'JreHttpUrlConnection.java'),
    ('LineElem', '205'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
